Timestamp,ID (HEX),Message Name,Data (HEX),Decoded Signals,Legitimacy,Source
1754858005.4421196,02F,Accelerator_Pedal_Operation,005A,"{""Accelerator_Position"": 8.782363695008417}",Benign,Chassis_ECU
1754858005.4421582,01A,Brake_Operation_Indicator,006F,"{""Brake_Percentage"": 10.875935328834323}",Benign,Chassis_ECU
1754858005.4421847,058,Steering_Wheel_Operation,02CC,"{""Steering_Angle"": 20.519673911781535}",Benign,Chassis_ECU
1754858005.5638568,43,Engine_RPM_Speed,039A0003,"{""Engine_RPM"": 921.69875, ""Vehicle_Speed"": 3.0424687500000003}",Benign,PowerTrain_ECU
1754858005.600604,02F,Accelerator_Pedal_Operation,0081,"{""Accelerator_Position"": 12.65581963069229}",Benign,Chassis_ECU
1754858005.6006622,01A,Brake_Operation_Indicator,00BE,"{""Brake_Percentage"": 18.603302556520923}",Benign,Chassis_ECU
1754858005.60069,058,Steering_Wheel_Operation,034B,"{""Steering_Angle"": 33.220005140756626}",Benign,Chassis_ECU
1754858005.6749525,08D,Turn_Signal_Indicator,0,"{""Left_Turn_Active"": 0, ""Right_Turn_Active"": 0, ""Hazard_Active"": 0}",Benign,Body_ECU
1754858005.6749928,0A2,Horn_Operation,0,"{""Horn_Active"": 0}",Benign,Body_ECU
1754858005.6750178,290,Door_Status,1,"{""Driver_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Rear_Right_Door_Open"": 0, ""All_Doors_Locked"": 1}",Benign,Body_ECU
1754858005.7823944,08D,Turn_Signal_Indicator,0,"{""Left_Turn_Active"": 0, ""Right_Turn_Active"": 0, ""Hazard_Active"": 0}",Benign,Body_ECU
1754858005.7824352,0A2,Horn_Operation,0,"{""Horn_Active"": 0}",Benign,Body_ECU
1754858005.7824588,290,Door_Status,1,"{""Driver_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Rear_Right_Door_Open"": 0, ""All_Doors_Locked"": 1}",Benign,Body_ECU
1754858005.8174863,02F,Accelerator_Pedal_Operation,0071,"{""Accelerator_Position"": 11.013041419431005}",Benign,Chassis_ECU
1754858005.8175478,01A,Brake_Operation_Indicator,00A4,"{""Brake_Percentage"": 16.06793336263099}",Benign,Chassis_ECU
1754858005.8175762,058,Steering_Wheel_Operation,03B4,"{""Steering_Angle"": 43.69185933190779}",Benign,Chassis_ECU
1754858005.8639429,43,Engine_RPM_Speed,04200006,"{""Engine_RPM"": 1056.3738125, ""Vehicle_Speed"": 6.409345312499999}",Benign,PowerTrain_ECU
1754858005.886188,08D,Turn_Signal_Indicator,0,"{""Left_Turn_Active"": 0, ""Right_Turn_Active"": 0, ""Hazard_Active"": 0}",Benign,Body_ECU
1754858005.8862212,0A2,Horn_Operation,0,"{""Horn_Active"": 0}",Benign,Body_ECU
1754858005.8862426,290,Door_Status,1,"{""Driver_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Rear_Right_Door_Open"": 0, ""All_Doors_Locked"": 1}",Benign,Body_ECU
1754858005.9488788,08D,Turn_Signal_Indicator,0,"{""Left_Turn_Active"": 0, ""Right_Turn_Active"": 0, ""Hazard_Active"": 0}",Benign,Body_ECU
1754858005.9489088,0A2,Horn_Operation,0,"{""Horn_Active"": 0}",Benign,Body_ECU
1754858005.9489312,290,Door_Status,1,"{""Driver_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Rear_Right_Door_Open"": 0, ""All_Doors_Locked"": 1}",Benign,Body_ECU
1754858006.0469873,02F,Accelerator_Pedal_Operation,0048,"{""Accelerator_Position"": 6.995924771052632}",Benign,Chassis_ECU
1754858006.047039,01A,Brake_Operation_Indicator,005C,"{""Brake_Percentage"": 9.040498798667887}",Benign,Chassis_ECU
1754858006.0470686,058,Steering_Wheel_Operation,0372,"{""Steering_Angle"": 37.11736554696715}",Benign,Chassis_ECU
1754858006.079149,43,Engine_RPM_Speed,04730008,"{""Engine_RPM"": 1139.350121875, ""Vehicle_Speed"": 8.483753046875}",Benign,PowerTrain_ECU
1754858006.1789725,02F,Accelerator_Pedal_Operation,0027,"{""Accelerator_Position"": 3.843899084453408}",Benign,Chassis_ECU
1754858006.1790118,01A,Brake_Operation_Indicator,0002,"{""Brake_Percentage"": 0.16281195228398992}",Benign,Chassis_ECU
1754858006.1790397,058,Steering_Wheel_Operation,037E,"{""Steering_Angle"": 38.25769538519678}",Benign,Chassis_ECU
1754858006.25239,08D,Turn_Signal_Indicator,0,"{""Left_Turn_Active"": 0, ""Right_Turn_Active"": 0, ""Hazard_Active"": 0}",Benign,Body_ECU
1754858006.2524276,0A2,Horn_Operation,0,"{""Horn_Active"": 0}",Benign,Body_ECU
1754858006.2524529,290,Door_Status,1,"{""Driver_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Rear_Right_Door_Open"": 0, ""All_Doors_Locked"": 1}",Benign,Body_ECU
1754858006.4359343,02F,Accelerator_Pedal_Operation,001D,"{""Accelerator_Position"": 2.8030635661499104}",Benign,Chassis_ECU
1754858006.435988,01A,Brake_Operation_Indicator,0065,"{""Brake_Percentage"": 9.848882912057194}",Benign,Chassis_ECU
1754858006.4360166,058,Steering_Wheel_Operation,03E3,"{""Steering_Angle"": 48.42683839188339}",Benign,Chassis_ECU
1754858006.546044,02F,Accelerator_Pedal_Operation,0020,"{""Accelerator_Position"": 3.154561638087124}",Benign,Chassis_ECU
1754858006.5461187,01A,Brake_Operation_Indicator,004F,"{""Brake_Percentage"": 7.6864332683234196}",Benign,Chassis_ECU
1754858006.5461462,058,Steering_Wheel_Operation,03F8,"{""Steering_Angle"": 50.47276310627031}",Benign,Chassis_ECU
1754858006.5471585,43,Engine_RPM_Speed,047A0009,"{""Engine_RPM"": 1146.33136578125, ""Vehicle_Speed"": 8.658284144531251}",Benign,PowerTrain_ECU
1754858006.658558,02F,Accelerator_Pedal_Operation,03F1,"{""Accelerator_Position"": 98.62725290465276}",Benign,Chassis_ECU
1754858006.6586068,01A,Brake_Operation_Indicator,004C,"{""Brake_Percentage"": 7.438343859798508}",Benign,Chassis_ECU
1754858006.6586342,058,Steering_Wheel_Operation,03CB,"{""Steering_Angle"": 46.024602107926064}",Benign,Chassis_ECU
1754858006.7446065,08D,Turn_Signal_Indicator,0,"{""Left_Turn_Active"": 0, ""Right_Turn_Active"": 0, ""Hazard_Active"": 0}",Benign,Body_ECU
1754858006.744647,0A2,Horn_Operation,0,"{""Horn_Active"": 0}",Benign,Body_ECU
1754858006.7446706,290,Door_Status,1,"{""Driver_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Rear_Right_Door_Open"": 0, ""All_Doors_Locked"": 1}",Benign,Body_ECU
1754858006.7727003,43,Engine_RPM_Speed,0BF80039,"{""Engine_RPM"": 3064.4647974921877, ""Vehicle_Speed"": 56.611619937304695}",Benign,PowerTrain_ECU
1754858006.944925,08D,Turn_Signal_Indicator,0,"{""Left_Turn_Active"": 0, ""Right_Turn_Active"": 0, ""Hazard_Active"": 0}",Benign,Body_ECU
1754858006.944965,0A2,Horn_Operation,0,"{""Horn_Active"": 0}",Benign,Body_ECU
1754858006.9449885,290,Door_Status,1,"{""Driver_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Rear_Right_Door_Open"": 0, ""All_Doors_Locked"": 1}",Benign,Body_ECU
1754858007.020229,08D,Turn_Signal_Indicator,0,"{""Left_Turn_Active"": 0, ""Right_Turn_Active"": 0, ""Hazard_Active"": 0}",Benign,Body_ECU
1754858007.0202563,0A2,Horn_Operation,0,"{""Horn_Active"": 0}",Benign,Body_ECU
1754858007.0202773,290,Door_Status,1,"{""Driver_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Rear_Right_Door_Open"": 0, ""All_Doors_Locked"": 1}",Benign,Body_ECU
1754858007.0786183,02F,Accelerator_Pedal_Operation,03E7,"{""Accelerator_Position"": 97.63726955242686}",Benign,Chassis_ECU
1754858007.0786488,01A,Brake_Operation_Indicator,004B,"{""Brake_Percentage"": 7.332275606210551}",Benign,Chassis_ECU
1754858007.0786655,058,Steering_Wheel_Operation,03FE,"{""Steering_Angle"": 51.1}",Benign,Chassis_ECU
1754858007.1408556,43,Engine_RPM_Speed,13040066,"{""Engine_RPM"": 4867.630307617578, ""Vehicle_Speed"": 101.69075769043945}",Benign,PowerTrain_ECU
1754858007.1735394,08D,Turn_Signal_Indicator,0,"{""Left_Turn_Active"": 0, ""Right_Turn_Active"": 0, ""Hazard_Active"": 0}",Benign,Body_ECU
1754858007.1735723,0A2,Horn_Operation,0,"{""Horn_Active"": 0}",Benign,Body_ECU
1754858007.173595,290,Door_Status,1,"{""Driver_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Rear_Right_Door_Open"": 0, ""All_Doors_Locked"": 1}",Benign,Body_ECU
1754858007.3098605,43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130.0}",Benign,PowerTrain_ECU
1754858007.3317504,02F,Accelerator_Pedal_Operation,03C4,"{""Accelerator_Position"": 94.21566912005727}",Benign,Chassis_ECU
1754858007.3317816,01A,Brake_Operation_Indicator,006E,"{""Brake_Percentage"": 10.703744270116053}",Benign,Chassis_ECU
1754858007.3317988,058,Steering_Wheel_Operation,03FE,"{""Steering_Angle"": 51.1}",Benign,Chassis_ECU
1754858007.376585,08D,Turn_Signal_Indicator,0,"{""Left_Turn_Active"": 0, ""Right_Turn_Active"": 0, ""Hazard_Active"": 0}",Benign,Body_ECU
1754858007.376617,0A2,Horn_Operation,0,"{""Horn_Active"": 0}",Benign,Body_ECU
1754858007.376639,290,Door_Status,1,"{""Driver_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Rear_Right_Door_Open"": 0, ""All_Doors_Locked"": 1}",Benign,Body_ECU
1754858007.6333256,08D,Turn_Signal_Indicator,0,"{""Left_Turn_Active"": 0, ""Right_Turn_Active"": 0, ""Hazard_Active"": 0}",Benign,Body_ECU
1754858007.633366,0A2,Horn_Operation,0,"{""Horn_Active"": 0}",Benign,Body_ECU
1754858007.633392,290,Door_Status,1,"{""Driver_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Rear_Right_Door_Open"": 0, ""All_Doors_Locked"": 1}",Benign,Body_ECU
1754858007.8088727,43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130.0}",Benign,PowerTrain_ECU
1754858007.822243,02F,Accelerator_Pedal_Operation,039F,"{""Accelerator_Position"": 90.60805913985313}",Benign,Chassis_ECU
1754858007.8222735,01A,Brake_Operation_Indicator,005E,"{""Brake_Percentage"": 9.214106243580677}",Benign,Chassis_ECU
1754858007.8222904,058,Steering_Wheel_Operation,03FE,"{""Steering_Angle"": 51.1}",Benign,Chassis_ECU
1754858007.8972025,08D,Turn_Signal_Indicator,0,"{""Left_Turn_Active"": 0, ""Right_Turn_Active"": 0, ""Hazard_Active"": 0}",Benign,Body_ECU
1754858007.8972392,0A2,Horn_Operation,0,"{""Horn_Active"": 0}",Benign,Body_ECU
1754858007.8972666,290,Door_Status,1,"{""Driver_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Rear_Right_Door_Open"": 0, ""All_Doors_Locked"": 1}",Benign,Body_ECU
1754858007.979135,08D,Turn_Signal_Indicator,0,"{""Left_Turn_Active"": 0, ""Right_Turn_Active"": 0, ""Hazard_Active"": 0}",Benign,Body_ECU
1754858007.979172,0A2,Horn_Operation,0,"{""Horn_Active"": 0}",Benign,Body_ECU
1754858007.9791954,290,Door_Status,1,"{""Driver_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Rear_Right_Door_Open"": 0, ""All_Doors_Locked"": 1}",Benign,Body_ECU
1754858008.11524,43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130.0}",Benign,PowerTrain_ECU
1754858008.2664766,02F,Accelerator_Pedal_Operation,0377,"{""Accelerator_Position"": 86.68894239040688}",Benign,Chassis_ECU
1754858008.2665255,01A,Brake_Operation_Indicator,000E,"{""Brake_Percentage"": 1.3762783431253292}",Benign,Chassis_ECU
1754858008.2665474,058,Steering_Wheel_Operation,03FE,"{""Steering_Angle"": 51.1}",Benign,Chassis_ECU
1754858008.4565697,08D,Turn_Signal_Indicator,0,"{""Left_Turn_Active"": 0, ""Right_Turn_Active"": 0, ""Hazard_Active"": 0}",Benign,Body_ECU
1754858008.4566088,0A2,Horn_Operation,0,"{""Horn_Active"": 0}",Benign,Body_ECU
1754858008.4566312,290,Door_Status,1,"{""Driver_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Rear_Right_Door_Open"": 0, ""All_Doors_Locked"": 1}",Benign,Body_ECU
1754858008.5227785,43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130.0}",Benign,PowerTrain_ECU
1754858008.534627,02F,Accelerator_Pedal_Operation,034D,"{""Accelerator_Position"": 82.5781760854749}",Benign,Chassis_ECU
1754858008.5346577,01A,Brake_Operation_Indicator,03B0,"{""Brake_Percentage"": 92.28641630094087}",Benign,Chassis_ECU
1754858008.5346744,058,Steering_Wheel_Operation,03AF,"{""Steering_Angle"": 43.18918504949913}",Benign,Chassis_ECU
1754858008.6174417,08D,Turn_Signal_Indicator,0,"{""Left_Turn_Active"": 0, ""Right_Turn_Active"": 0, ""Hazard_Active"": 0}",Benign,Body_ECU
1754858008.6174772,0A2,Horn_Operation,0,"{""Horn_Active"": 0}",Benign,Body_ECU
1754858008.6174994,290,Door_Status,1,"{""Driver_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Rear_Right_Door_Open"": 0, ""All_Doors_Locked"": 1}",Benign,Body_ECU
1754858008.6967995,08D,Turn_Signal_Indicator,0,"{""Left_Turn_Active"": 0, ""Right_Turn_Active"": 0, ""Hazard_Active"": 0}",Benign,Body_ECU
1754858008.696903,0A2,Horn_Operation,0,"{""Horn_Active"": 0}",Benign,Body_ECU
1754858008.696952,290,Door_Status,1,"{""Driver_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Rear_Right_Door_Open"": 0, ""All_Doors_Locked"": 1}",Benign,Body_ECU
1754858008.8390503,43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130.0}",Benign,PowerTrain_ECU
1754858008.886864,02F,Accelerator_Pedal_Operation,032D,"{""Accelerator_Position"": 79.48180754222238}",Benign,Chassis_ECU
1754858008.886906,01A,Brake_Operation_Indicator,03A0,"{""Brake_Percentage"": 90.72542378979864}",Benign,Chassis_ECU
1754858008.886923,058,Steering_Wheel_Operation,03FE,"{""Steering_Angle"": 51.1}",Benign,Chassis_ECU
1754858008.9931238,08D,Turn_Signal_Indicator,0,"{""Left_Turn_Active"": 0, ""Right_Turn_Active"": 0, ""Hazard_Active"": 0}",Benign,Body_ECU
1754858008.9931538,0A2,Horn_Operation,0,"{""Horn_Active"": 0}",Benign,Body_ECU
1754858008.9931746,290,Door_Status,1,"{""Driver_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Rear_Right_Door_Open"": 0, ""All_Doors_Locked"": 1}",Benign,Body_ECU
1754858009.1717763,43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130.0}",Benign,PowerTrain_ECU
1754858009.2410204,02F,Accelerator_Pedal_Operation,0350,"{""Accelerator_Position"": 82.86368800584042}",Benign,Chassis_ECU
1754858009.2410593,01A,Brake_Operation_Indicator,03C1,"{""Brake_Percentage"": 93.91800384015974}",Benign,Chassis_ECU
1754858009.2410774,058,Steering_Wheel_Operation,03A4,"{""Steering_Angle"": 42.14241254816213}",Benign,Chassis_ECU
1754858009.2413206,08D,Turn_Signal_Indicator,0,"{""Left_Turn_Active"": 0, ""Right_Turn_Active"": 0, ""Hazard_Active"": 0}",Benign,Body_ECU
1754858009.2413478,0A2,Horn_Operation,0,"{""Horn_Active"": 0}",Benign,Body_ECU
1754858009.241382,290,Door_Status,1,"{""Driver_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Rear_Right_Door_Open"": 0, ""All_Doors_Locked"": 1}",Benign,Body_ECU
1754858009.5102518,08D,Turn_Signal_Indicator,0,"{""Left_Turn_Active"": 0, ""Right_Turn_Active"": 0, ""Hazard_Active"": 0}",Benign,Body_ECU
1754858009.510306,0A2,Horn_Operation,0,"{""Horn_Active"": 0}",Benign,Body_ECU
1754858009.5103283,290,Door_Status,1,"{""Driver_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Rear_Right_Door_Open"": 0, ""All_Doors_Locked"": 1}",Benign,Body_ECU
1754858009.6217036,43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130.0}",Benign,PowerTrain_ECU
1754858009.6374907,02F,Accelerator_Pedal_Operation,0339,"{""Accelerator_Position"": 80.62453951610202}",Benign,Chassis_ECU
1754858009.6375575,01A,Brake_Operation_Indicator,03D1,"{""Brake_Percentage"": 95.4727895273589}",Benign,Chassis_ECU
1754858009.637585,058,Steering_Wheel_Operation,0334,"{""Steering_Angle"": 30.94273600849038}",Benign,Chassis_ECU
1754858009.6940303,02F,Accelerator_Pedal_Operation,032E,"{""Accelerator_Position"": 79.59809087734399}",Benign,Chassis_ECU
1754858009.6940854,01A,Brake_Operation_Indicator,03FA,"{""Brake_Percentage"": 99.493701430426}",Benign,Chassis_ECU
1754858009.6941173,058,Steering_Wheel_Operation,0319,"{""Steering_Angle"": 28.21309973972466}",Benign,Chassis_ECU
1754858009.9303076,08D,Turn_Signal_Indicator,0,"{""Left_Turn_Active"": 0, ""Right_Turn_Active"": 0, ""Hazard_Active"": 0}",Benign,Body_ECU
1754858009.9303448,0A2,Horn_Operation,0,"{""Horn_Active"": 0}",Benign,Body_ECU
1754858009.9303672,290,Door_Status,1,"{""Driver_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Rear_Right_Door_Open"": 0, ""All_Doors_Locked"": 1}",Benign,Body_ECU
1754858009.9362965,43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130.0}",Benign,PowerTrain_ECU
1754858009.9672692,02F,Accelerator_Pedal_Operation,0314,"{""Accelerator_Position"": 77.03296191751818}",Benign,Chassis_ECU
1754858009.9673202,01A,Brake_Operation_Indicator,0041,"{""Brake_Percentage"": 6.380347550630063}",Benign,Chassis_ECU
1754858009.9673476,058,Steering_Wheel_Operation,02F1,"{""Steering_Angle"": 24.24771729358334}",Benign,Chassis_ECU
1754858010.0583043,08D,Turn_Signal_Indicator,0,"{""Left_Turn_Active"": 0, ""Right_Turn_Active"": 0, ""Hazard_Active"": 0}",Benign,Body_ECU
1754858010.0583432,0A2,Horn_Operation,0,"{""Horn_Active"": 0}",Benign,Body_ECU
1754858010.058368,290,Door_Status,1,"{""Driver_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Rear_Right_Door_Open"": 0, ""All_Doors_Locked"": 1}",Benign,Body_ECU
1754858010.295899,02F,Accelerator_Pedal_Operation,031E,"{""Accelerator_Position"": 78.04810495876463}",Benign,Chassis_ECU
1754858010.2959375,01A,Brake_Operation_Indicator,006F,"{""Brake_Percentage"": 10.844481917752423}",Benign,Chassis_ECU
1754858010.2959557,058,Steering_Wheel_Operation,037B,"{""Steering_Angle"": 37.956775064606845}",Benign,Chassis_ECU
1754858010.320755,08D,Turn_Signal_Indicator,0,"{""Left_Turn_Active"": 0, ""Right_Turn_Active"": 0, ""Hazard_Active"": 0}",Benign,Body_ECU
1754858010.3208013,0A2,Horn_Operation,0,"{""Horn_Active"": 0}",Benign,Body_ECU
1754858010.3208325,290,Door_Status,1,"{""Driver_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Rear_Right_Door_Open"": 0, ""All_Doors_Locked"": 1}",Benign,Body_ECU
1754858010.3222148,43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130.0}",Benign,PowerTrain_ECU
1754858010.3650148,02F,Accelerator_Pedal_Operation,0327,"{""Accelerator_Position"": 78.86684992611221}",Benign,Chassis_ECU
1754858010.3650472,01A,Brake_Operation_Indicator,0024,"{""Brake_Percentage"": 3.562182689110628}",Benign,Chassis_ECU
1754858010.365068,058,Steering_Wheel_Operation,0306,"{""Steering_Angle"": 26.34122605158081}",Benign,Chassis_ECU
1754858010.4258668,08D,Turn_Signal_Indicator,0,"{""Left_Turn_Active"": 0, ""Right_Turn_Active"": 0, ""Hazard_Active"": 0}",Benign,Body_ECU
1754858010.425952,0A2,Horn_Operation,0,"{""Horn_Active"": 0}",Benign,Body_ECU
1754858010.4259925,290,Door_Status,1,"{""Driver_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Rear_Right_Door_Open"": 0, ""All_Doors_Locked"": 1}",Benign,Body_ECU
1754858010.4437556,02F,Accelerator_Pedal_Operation,031A,"{""Accelerator_Position"": 77.58730211730935}",Benign,Chassis_ECU
1754858010.4438016,01A,Brake_Operation_Indicator,005B,"{""Brake_Percentage"": 8.872849743129972}",Benign,Chassis_ECU
1754858010.4439583,058,Steering_Wheel_Operation,02EF,"{""Steering_Angle"": 24.04543590196573}",Benign,Chassis_ECU
1754858010.4918156,43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130.0}",Benign,PowerTrain_ECU
1754858010.6004057,43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130.0}",Benign,PowerTrain_ECU
1754858010.7459445,08D,Turn_Signal_Indicator,0,"{""Left_Turn_Active"": 0, ""Right_Turn_Active"": 0, ""Hazard_Active"": 0}",Benign,Body_ECU
1754858010.7459831,0A2,Horn_Operation,0,"{""Horn_Active"": 0}",Benign,Body_ECU
1754858010.746009,290,Door_Status,1,"{""Driver_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Rear_Right_Door_Open"": 0, ""All_Doors_Locked"": 1}",Benign,Body_ECU
1754858010.763977,02F,Accelerator_Pedal_Operation,0344,"{""Accelerator_Position"": 81.75473310950285}",Benign,Chassis_ECU
1754858010.7640116,01A,Brake_Operation_Indicator,003A,"{""Brake_Percentage"": 5.639663213379404}",Benign,Chassis_ECU
1754858010.7640302,058,Steering_Wheel_Operation,037C,"{""Steering_Angle"": 38.116160380045216}",Benign,Chassis_ECU
1754858010.9237907,02F,Accelerator_Pedal_Operation,0357,"{""Accelerator_Position"": 83.54869417659535}",Benign,Chassis_ECU
1754858010.9238305,01A,Brake_Operation_Indicator,006A,"{""Brake_Percentage"": 10.332628879850267}",Benign,Chassis_ECU
